@STATION_ID,LATITUDE,LONGITUDE,ALTITUDE,TIME(GMT),DATE(GMT),TIME(IST),DATE(IST),AIR_TEMP,WIND_SPEED,WIND_DIRECTION,ATMO_PRESSURE,HUMIDITY,RAIN_FALL,SUN_SHINE
ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,0,27-06-2013,5:30,27-06-2013,17.5,0.0,359.2,969.0,99.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,1,27-06-2013,6:30,27-06-2013,17.7,0.4,359.2,969.3,99.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,2,27-06-2013,7:30,27-06-2013,19.1,0.1,1.0,969.4,94.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,3,27-06-2013,8:30,27-06-2013,20.9,1.1,4.9,969.3,85.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,4,27-06-2013,9:30,27-06-2013,23.7,1.3,5.9,969.3,75.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,5,27-06-2013,10:30,27-06-2013,24.3,1.1,2.9,969.1,69.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,6,27-06-2013,11:30,27-06-2013,26.8,0.9,3.9,968.4,65.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,7,27-06-2013,12:30,27-06-2013,27.0,0.8,3.9,967.8,61.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,8,27-06-2013,13:30,27-06-2013,26.7,1.3,2.0,967.4,60.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,9,27-06-2013,14:30,27-06-2013,23.6,0.7,359.2,967.9,81.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,10,27-06-2013,15:30,27-06-2013,21.7,0.7,2.9,968.0,88.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,11,27-06-2013,16:30,27-06-2013,22.6,0.9,359.2,967.1,86.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,12,27-06-2013,17:30,27-06-2013,21.5,0.3,7.8,967.5,88.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,13,27-06-2013,18:30,27-06-2013,20.7,1.3,359.2,968.0,89.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,14,27-06-2013,19:30,27-06-2013,20.1,0.9,359.2,968.5,93.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,15,27-06-2013,20:30,27-06-2013,19.6,0.2,14.2,968.5,93.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,16,27-06-2013,21:30,27-06-2013,19.2,0.5,0.0,968.6,95.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,17,27-06-2013,22:30,27-06-2013,19.2,0.7,359.2,968.9,96.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,18,27-06-2013,23:30,27-06-2013,19.6,0.0,359.2,968.6,94.0,456.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,19,27-06-2013,0:30,28-06-2013,19.7,0.0,359.2,968.4,94.0,457.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,20,27-06-2013,1:30,28-06-2013,19.4,0.1,2.0,967.9,95.0,458.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,21,27-06-2013,2:30,28-06-2013,19.2,0.0,359.2,967.6,96.0,459.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,22,27-06-2013,3:30,28-06-2013,19.0,0.0,359.2,967.0,97.0,459.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,23,27-06-2013,4:30,28-06-2013,18.7,0.0,359.2,966.7,99.0,459.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,0,28-06-2013,5:30,28-06-2013,18.1,0.0,359.2,966.8,99.0,459.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,1,28-06-2013,6:30,28-06-2013,18.3,0.0,359.2,967.1,99.0,459.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,2,28-06-2013,7:30,28-06-2013,19.0,0.0,359.2,968.1,94.0,459.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,3,28-06-2013,8:30,28-06-2013,19.9,0.0,359.2,968.4,92.0,459.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,4,28-06-2013,9:30,28-06-2013,23.5,1.7,1.0,968.1,81.0,459.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,5,28-06-2013,10:30,28-06-2013,24.7,1.4,3.9,967.7,73.0,459.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,6,28-06-2013,11:30,28-06-2013,25.3,1.1,1.0,967.8,73.0,459.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,7,28-06-2013,12:30,28-06-2013,23.4,2.5,0.0,967.8,80.0,459.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,8,28-06-2013,13:30,28-06-2013,23.8,1.8,359.2,967.6,81.0,459.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,9,28-06-2013,14:30,28-06-2013,23.5,0.4,359.2,967.6,82.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,10,28-06-2013,15:30,28-06-2013,22.8,0.4,7.8,967.3,80.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,11,28-06-2013,16:30,28-06-2013,23.8,0.9,359.2,966.3,78.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,12,28-06-2013,17:30,28-06-2013,23.4,0.7,359.2,966.3,80.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,13,28-06-2013,18:30,28-06-2013,22.8,1.2,359.2,966.7,83.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,14,28-06-2013,19:30,28-06-2013,21.6,0.2,2.9,967.4,85.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,15,28-06-2013,20:30,28-06-2013,20.8,0.7,359.2,967.8,91.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,16,28-06-2013,21:30,28-06-2013,20.2,0.7,359.2,968.3,88.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,17,28-06-2013,22:30,28-06-2013,20.2,0.0,359.2,968.6,92.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,18,28-06-2013,23:30,28-06-2013,19.9,0.4,1.0,968.6,91.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,19,28-06-2013,0:30,29-06-2013,19.8,0.1,3.9,968.4,92.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,20,28-06-2013,1:30,29-06-2013,19.7,0.1,0.0,968.0,93.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,21,28-06-2013,2:30,29-06-2013,19.8,0.2,359.2,967.6,92.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,22,28-06-2013,3:30,29-06-2013,19.5,0.0,359.2,967.1,93.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,23,28-06-2013,4:30,29-06-2013,19.3,0.0,359.2,967.0,93.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,0,29-06-2013,5:30,29-06-2013,19.3,0.1,12.2,966.9,93.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,1,29-06-2013,6:30,29-06-2013,19.2,0.1,359.2,967.7,91.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,2,29-06-2013,7:30,29-06-2013,20.0,0.3,8.8,968.0,90.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,3,29-06-2013,8:30,29-06-2013,20.4,0.9,1.0,968.3,88.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,4,29-06-2013,9:30,29-06-2013,24.3,1.2,3.9,967.9,78.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,5,29-06-2013,10:30,29-06-2013,26.1,0.7,2.0,967.6,64.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,6,29-06-2013,11:30,29-06-2013,28.1,0.9,4.9,967.3,61.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,7,29-06-2013,12:30,29-06-2013,29.2,0.7,359.2,966.9,60.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,8,29-06-2013,13:30,29-06-2013,30.6,0.9,0.0,966.5,62.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,9,29-06-2013,14:30,29-06-2013,29.2,1.2,1.0,966.2,54.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,10,29-06-2013,15:30,29-06-2013,26.0,0.8,2.0,966.2,61.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,11,29-06-2013,16:30,29-06-2013,25.8,0.9,359.2,966.6,68.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,12,29-06-2013,17:30,29-06-2013,25.3,1.8,359.2,966.7,76.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,13,29-06-2013,18:30,29-06-2013,23.3,1.2,359.2,967.1,78.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,14,29-06-2013,19:30,29-06-2013,22.8,0.4,18.1,967.8,82.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,15,29-06-2013,20:30,29-06-2013,21.1,1.0,2.9,967.2,80.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,16,29-06-2013,21:30,29-06-2013,29.8,0.8,1.0,968.4,92.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,17,29-06-2013,22:30,29-06-2013,20.9,0.4,16.1,968.8,82.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,18,29-06-2013,23:30,29-06-2013,20.4,1.3,359.2,968.7,88.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,19,29-06-2013,0:30,30-06-2013,19.9,0.0,359.2,969.1,89.0,460.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,20,29-06-2013,1:30,30-06-2013,19.7,0.2,359.2,968.4,95.0,464.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,21,29-06-2013,2:30,30-06-2013,19.5,1.0,359.2,968.5,94.0,465.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,22,29-06-2013,3:30,30-06-2013,18.8,0.0,359.2,969.2,97.0,484.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,0,30-06-2013,5:30,30-06-2013,17.5,0.0,359.2,968.2,99.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,1,30-06-2013,6:30,30-06-2013,18.0,0.0,359.2,968.9,9958.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,2,30-06-2013,7:30,30-06-2013,18.4,0.3,0.0,969.6,9958.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,3,30-06-2013,8:30,30-06-2013,21.6,0.5,0.0,969.3,92.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,4,30-06-2013,9:30,30-06-2013,35.9,0.5,6.8,968.9,91.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,5,30-06-2013,10:30,30-06-2013,25.1,1.2,2.9,968.5,69.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,6,30-06-2013,11:30,30-06-2013,26.2,1.1,2.9,968.1,66.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,7,30-06-2013,12:30,30-06-2013,27.9,0.9,2.9,967.4,60.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,8,30-06-2013,13:30,30-06-2013,27.4,1.3,359.2,966.8,58.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,9,30-06-2013,14:30,30-06-2013,28.9,1.1,5.9,966.5,54.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,10,30-06-2013,15:30,30-06-2013,27.9,0.8,2.9,966.2,57.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,11,30-06-2013,16:30,30-06-2013,26.1,0.7,359.2,966.2,66.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,12,30-06-2013,17:30,30-06-2013,25.0,1.1,1.0,967.0,72.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,13,30-06-2013,18:30,30-06-2013,24.2,0.8,5.9,967.6,71.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,14,30-06-2013,19:30,30-06-2013,22.2,1.1,359.2,968.6,83.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,15,30-06-2013,20:30,30-06-2013,21.4,0.1,359.2,969.2,83.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,16,30-06-2013,21:30,30-06-2013,20.8,0.5,9.8,969.3,86.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,17,30-06-2013,22:30,30-06-2013,20.4,0.3,2.9,969.6,88.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,18,30-06-2013,23:30,30-06-2013,20.4,1.1,1.0,969.6,87.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,19,30-06-2013,0:30,01-07-2013,20.3,0.5,359.2,969.6,87.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,20,30-06-2013,1:30,01-07-2013,20.1,0.3,1.0,969.1,86.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,21,30-06-2013,2:30,01-07-2013,19.9,0.2,359.2,968.5,89.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,22,30-06-2013,3:30,01-07-2013,19.7,0.0,359.2,968.0,90.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,23,30-06-2013,4:30,01-07-2013,18.9,0.2,1.0,967.7,90.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,0,01-07-2013,5:30,01-07-2013,18.9,0.1,359.2,968.0,90.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,1,01-07-2013,6:30,01-07-2013,19.5,0.3,14.2,968.6,90.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,2,01-07-2013,7:30,01-07-2013,20.5,0.4,0.0,968.7,88.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,3,01-07-2013,8:30,01-07-2013,21.7,0.3,4.9,968.9,81.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,4,01-07-2013,9:30,01-07-2013,24.7,1.2,2.0,968.5,74.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,5,01-07-2013,10:30,01-07-2013,25.3,0.9,2.0,968.4,71.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,6,01-07-2013,11:30,01-07-2013,26.4,0.9,5.9,967.9,65.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,7,01-07-2013,12:30,01-07-2013,26.5,1.4,0.0,967.6,65.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,8,01-07-2013,13:30,01-07-2013,26.0,1.2,0.0,967.4,68.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,9,01-07-2013,14:30,01-07-2013,25.5,0.8,0.0,966.8,70.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,10,01-07-2013,15:30,01-07-2013,25.0,0.3,2.0,966.8,76.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,11,01-07-2013,16:30,01-07-2013,24.9,0.3,359.2,966.4,79.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,12,01-07-2013,17:30,01-07-2013,23.9,0.5,4.9,966.7,81.0,487.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,14,01-07-2013,19:30,01-07-2013,21.0,0.6,12.2,967.3,86.0,488.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,15,01-07-2013,20:30,01-07-2013,20.8,0.6,0.0,968.2,88.0,488.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,16,01-07-2013,21:30,01-07-2013,20.8,0.2,359.2,968.8,88.0,488.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,17,01-07-2013,22:30,01-07-2013,20.6,0.1,2.0,969.2,91.0,489.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,18,01-07-2013,23:30,01-07-2013,20.1,0.2,0.0,969.3,92.0,490.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,19,01-07-2013,0:30,02-07-2013,19.6,0.0,359.2,968.8,92.0,491.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,20,01-07-2013,1:30,02-07-2013,19.3,0.0,359.2,968.2,95.0,491.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,21,01-07-2013,2:30,02-07-2013,19.3,0.0,359.2,967.8,97.0,491.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,22,01-07-2013,3:30,02-07-2013,18.7,0.0,359.2,967.6,95.0,491.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,23,01-07-2013,4:30,02-07-2013,18.7,0.0,359.2,967.7,96.0,491.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,0,02-07-2013,5:30,02-07-2013,18.8,0.0,359.2,967.8,96.0,491.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,1,02-07-2013,6:30,02-07-2013,19.1,0.0,359.2,968.2,95.0,491.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,2,02-07-2013,7:30,02-07-2013,19.6,0.0,359.2,968.9,94.0,491.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,5,02-07-2013,10:30,02-07-2013,22.5,1.3,2.0,969.3,80.0,491.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,6,02-07-2013,11:30,02-07-2013,24.0,1.2,2.9,969.2,78.0,491.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,7,02-07-2013,12:30,02-07-2013,24.3,1.3,0.0,969.0,79.0,491.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,8,02-07-2013,13:30,02-07-2013,25.4,1.1,359.2,968.5,74.0,491.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,9,02-07-2013,14:30,02-07-2013,23.9,0.8,0.0,968.3,83.0,492.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,10,02-07-2013,15:30,02-07-2013,23.5,0.8,359.2,967.9,84.0,492.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,11,02-07-2013,16:30,02-07-2013,22.8,1.5,0.0,967.9,85.0,492.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,12,02-07-2013,17:30,02-07-2013,22.7,0.9,359.2,967.7,82.0,492.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,13,02-07-2013,18:30,02-07-2013,22.0,0.1,359.2,967.8,85.0,492.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,14,02-07-2013,19:30,02-07-2013,21.0,0.5,359.2,967.8,86.0,492.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,15,02-07-2013,20:30,02-07-2013,20.7,0.6,359.2,968.7,88.0,492.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,16,02-07-2013,21:30,02-07-2013,20.4,0.1,0.0,969.6,88.0,492.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,17,02-07-2013,22:30,02-07-2013,20.3,0.3,359.2,970.1,89.0,492.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,18,02-07-2013,23:30,02-07-2013,20.0,0.0,359.2,970.1,90.0,492.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,19,02-07-2013,0:30,03-07-2013,19.8,0.6,359.2,969.8,92.0,492.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,20,02-07-2013,1:30,03-07-2013,19.6,0.2,0.0,969.4,91.0,492.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,21,02-07-2013,2:30,03-07-2013,19.5,0.2,359.2,969.1,93.0,492.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,22,02-07-2013,3:30,03-07-2013,19.3,0.1,0.0,969.1,92.0,492.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,23,02-07-2013,4:30,03-07-2013,19.3,0.0,359.2,969.2,94.0,492.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,0,03-07-2013,5:30,03-07-2013,19.2,0.0,359.2,969.7,95.0,495.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,1,03-07-2013,6:30,03-07-2013,18.6,0.0,359.2,970.8,98.0,506.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,2,03-07-2013,7:30,03-07-2013,18.6,0.3,0.0,971.5,9958.0,514.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,3,03-07-2013,8:30,03-07-2013,19.0,0.0,359.2,971.3,9958.0,514.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,4,03-07-2013,9:30,03-07-2013,20.3,0.0,359.2,971.1,96.0,515.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,5,03-07-2013,10:30,03-07-2013,22.8,0.0,359.2,970.7,82.0,515.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,6,03-07-2013,11:30,03-07-2013,24.0,0.9,2.0,970.2,74.0,515.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,7,03-07-2013,12:30,03-07-2013,24.9,1.1,2.0,969.3,74.0,515.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,8,03-07-2013,13:30,03-07-2013,27.1,1.0,1.0,968.8,66.0,515.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,9,03-07-2013,14:30,03-07-2013,25.5,0.5,1.0,968.6,70.0,515.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,10,03-07-2013,15:30,03-07-2013,25.8,1.2,2.9,968.4,66.0,515.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,11,03-07-2013,16:30,03-07-2013,25.8,0.7,359.2,968.1,70.0,515.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,12,03-07-2013,17:30,03-07-2013,25.1,0.6,359.2,968.2,73.0,515.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,13,03-07-2013,18:30,03-07-2013,24.1,0.0,359.2,968.7,77.0,515.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,14,03-07-2013,19:30,03-07-2013,22.4,0.3,2.9,969.2,83.0,515.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,15,03-07-2013,20:30,03-07-2013,21.4,0.1,359.2,970.0,85.0,515.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,16,03-07-2013,21:30,03-07-2013,20.9,0.3,359.2,970.6,87.0,515.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,17,03-07-2013,22:30,03-07-2013,20.7,0.4,12.2,971.0,89.0,515.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,18,03-07-2013,23:30,03-07-2013,20.7,0.1,359.2,970.8,90.0,515.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,19,03-07-2013,0:30,04-07-2013,20.6,0.2,0.0,970.9,90.0,515.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,20,03-07-2013,1:30,04-07-2013,20.1,0.1,359.2,970.7,92.0,516.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,21,03-07-2013,2:30,04-07-2013,19.9,0.0,359.2,970.4,90.0,518.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,22,03-07-2013,3:30,04-07-2013,19.9,0.1,1.0,970.2,92.0,518.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,23,03-07-2013,4:30,04-07-2013,19.9,0.0,359.2,970.0,95.0,518.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,0,04-07-2013,5:30,04-07-2013,19.6,0.0,359.2,970.1,94.0,518.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,1,04-07-2013,6:30,04-07-2013,19.8,0.0,359.2,970.3,96.0,518.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,2,04-07-2013,7:30,04-07-2013,20.2,0.1,359.2,970.3,94.0,518.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,3,04-07-2013,8:30,04-07-2013,21.1,0.6,2.9,970.4,87.0,518.0,0:0

ISRO137_15F089(Pandukeswar. BRO),30.65,79.55,1970,7,04-07-2013,12:30,04-07-2013,26.2,0.8,2.0,969.3,68.0,518.0,0:0

